#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	food_origin	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT000235673.1|SAMN07251841|GCA_002261825.1|Klebsiella pneumoniae||L531|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002261825.1	Contig	176166	5818954	128	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251841	"L531"	NULL	2017-01-20	clinical	4944318	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L531	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L531	NULL	NULL	NULL	PDT000235673.1	2017-08-22	573	NLEU	NLEU00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aadA2,blaCTX-M-65,blaKPC-2,blaLAP-2,blaSHV=PARTIAL_END_OF_CONTIG,blaTEM-1,catA2,dfrA14,emrD,fosA,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,parC_S80I=POINT,qnrS1,rmtB1,sul1=PARTIAL,sul2,tet(A)"	"aadA2,blaCTX-M-65,blaKPC-2,blaLAP-2,blaSHV=PARTIAL_END_OF_CONTIG,blaTEM-1,catA2,dfrA14,fosA,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,parC_S80I=POINT,qnrS1,rmtB1,sul1=PARTIAL,sul2,tet(A)"	29	"arsC=HMM,asr=HMM,fieF,merA=HMM,merC,merD=HMM,merE=HMM,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,qacEdelta1,silA,silB,silC,silF,silP,silR,silS,terA,terB,terC,terD,terE"	11	"iroN=PARTIAL,iucA,iucB,iucC,iutA,peg-344,rmpA,rmpC,rmpD,ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000235674.1|SAMN07251842|GCA_002261855.1|Klebsiella pneumoniae||L535|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002261855.1	Contig	348530	5530662	101	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251842	"L535"	NULL	2017-01-26	clinical	4944338	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L535	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L535	NULL	NULL	NULL	PDT000235674.1	2017-08-22	573	NLEV	NLEV00000000.1	NULL	NULL	NULL	0	0	0	0	7	6	NULL	"blaKPC-2,blaSHV-11,emrD,fosA,oqxA,oqxB,ramR_A19V=POINT"	"blaKPC-2,blaSHV-11,fosA,oqxA,oqxB,ramR_A19V=POINT"	25	"arsA,arsB,arsC,arsC=HMM,arsD,arsD=HMM,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000235675.1|SAMN07251840|GCA_002261875.1|Klebsiella pneumoniae||L529|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002261875.1	Contig	171861	5793053	148	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251840	"L529"	NULL	2017-01-20	clinical	4944358	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L529	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L529	NULL	NULL	NULL	PDT000235675.1	2017-08-22	573	NLET	NLET00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aadA2,blaCTX-M-65,blaKPC-2,blaLAP-2,blaSHV=PARTIAL_END_OF_CONTIG,blaTEM-1,catA2,dfrA14,emrD,fosA,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,parC_S80I=POINT,qnrS1,rmtB1,sul1=PARTIAL,sul2,tet(A)"	"aadA2,blaCTX-M-65,blaKPC-2,blaLAP-2,blaSHV=PARTIAL_END_OF_CONTIG,blaTEM-1,catA2,dfrA14,fosA,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,parC_S80I=POINT,qnrS1,rmtB1,sul1=PARTIAL,sul2,tet(A)"	29	"arsC=HMM,asr=HMM,fieF,merA=HMM,merC,merD=HMM,merE=HMM,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,qacEdelta1,silA,silB,silC,silF,silP,silR,silS,terA,terB,terC,terD,terE"	11	"iroN=PARTIAL,iucA,iucB,iucC,iutA,peg-344,rmpA,rmpC,rmpD,ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000235676.1|SAMN07251838|GCA_002261895.1|Klebsiella pneumoniae||L527|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002261895.1	Contig	348530	5527344	102	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251838	"L527"	NULL	2017-01-06	clinical	4944378	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L527	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L527	NULL	NULL	NULL	PDT000235676.1	2017-08-22	573	NLER	NLER00000000.1	NULL	NULL	NULL	0	0	0	0	7	6	NULL	"blaKPC-2,blaSHV-11,emrD,fosA,oqxA,oqxB,ramR_A19V=POINT"	"blaKPC-2,blaSHV-11,fosA,oqxA,oqxB,ramR_A19V=POINT"	25	"arsA,arsB,arsC,arsC=HMM,arsD,arsD=HMM,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000235677.1|SAMN07251836|GCA_002261915.1|Klebsiella pneumoniae||L520|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002261915.1	Contig	348530	5512110	69	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251836	"L520"	NULL	2017-01-13	clinical	4944398	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L520	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L520	NULL	NULL	NULL	PDT000235677.1	2017-08-22	573	NLEP	NLEP00000000.1	NULL	NULL	NULL	0	0	0	0	7	6	NULL	"blaKPC-2,blaSHV-11,emrD,fosA,oqxA,oqxB,ramR_A19V=POINT"	"blaKPC-2,blaSHV-11,fosA,oqxA,oqxB,ramR_A19V=POINT"	25	"arsA,arsB,arsC,arsC=HMM,arsD,arsD=HMM,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000235678.1|SAMN07251837|GCA_002261935.1|Klebsiella pneumoniae||L526|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002261935.1	Contig	270652	5426505	73	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251837	"L526"	NULL	2017-01-17	clinical	4944418	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L526	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L526	NULL	NULL	NULL	PDT000235678.1	2017-08-22	573	NLEQ	NLEQ00000000.1	NULL	NULL	NULL	0	0	0	0	10	9	NULL	"aadA2,blaKPC-2,blaSHV-11,emrD,fosA,gyrA_S83I=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aadA2,blaKPC-2,blaSHV-11,fosA,gyrA_S83I=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	4	"arsC=HMM,asr=HMM,fieF,qacEdelta1"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000235679.1|SAMN07251835|GCA_002261945.1|Klebsiella pneumoniae||L519|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002261945.1	Contig	270652	5422736	66	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251835	"L519"	NULL	2017-01-13	clinical	4944438	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L519	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L519	NULL	NULL	NULL	PDT000235679.1	2017-08-22	573	NLEO	NLEO00000000.1	NULL	NULL	NULL	0	0	0	0	10	9	NULL	"aadA2,blaKPC-2,blaSHV-11,emrD,fosA,gyrA_S83I=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aadA2,blaKPC-2,blaSHV-11,fosA,gyrA_S83I=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	4	"arsC=HMM,asr=HMM,fieF,qacEdelta1"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000235680.1|SAMN07251831|GCA_002261985.1|Klebsiella pneumoniae||L505|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002261985.1	Contig	154582	5567007	92	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251831	"L505"	NULL	2016-12-30	clinical	4944468	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L505	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L505	NULL	NULL	NULL	PDT000235680.1	2017-08-22	573	NLEK	NLEK00000000.1	NULL	NULL	NULL	0	0	0	0	16	15	NULL	"blaCTX-M-65,blaKPC-2,blaSHV-11,blaTEM-1,catA2,emrD,fosA,fosA3,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,rmtB1"	"blaCTX-M-65,blaKPC-2,blaSHV-11,blaTEM-1,catA2,fosA,fosA3,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,rmtB1"	10	"arsC=HMM,asr=HMM,fieF,merA=HMM,merC,merD=HMM,merE=HMM,merP,merR,merT"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000235681.1|SAMN07251833|GCA_002261975.1|Klebsiella pneumoniae||L513|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002261975.1	Contig	176166	5810395	119	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251833	"L513"	NULL	2017-01-09	clinical	4944478	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L513	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L513	NULL	NULL	NULL	PDT000235681.1	2017-08-22	573	NLEM	NLEM00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aadA2,blaCTX-M-65,blaKPC-2,blaLAP-2,blaSHV=PARTIAL_END_OF_CONTIG,blaTEM-1,catA2,dfrA14,emrD,fosA,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,parC_S80I=POINT,qnrS1,rmtB1,sul1=PARTIAL,sul2,tet(A)"	"aadA2,blaCTX-M-65,blaKPC-2,blaLAP-2,blaSHV=PARTIAL_END_OF_CONTIG,blaTEM-1,catA2,dfrA14,fosA,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,parC_S80I=POINT,qnrS1,rmtB1,sul1=PARTIAL,sul2,tet(A)"	29	"arsC=HMM,asr=HMM,fieF,merA=HMM,merC,merD=HMM,merE=HMM,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,qacEdelta1,silA,silB,silC,silF,silP,silR,silS,terA,terB,terC,terD,terE"	11	"iroN=PARTIAL,iucA,iucB,iucC,iutA,peg-344,rmpA,rmpC,rmpD,ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000235682.1|SAMN07251834|GCA_002262015.1|Klebsiella pneumoniae||L514|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002262015.1	Contig	348440	5512252	68	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251834	"L514"	NULL	2017-01-10	clinical	4944498	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L514	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L514	NULL	NULL	NULL	PDT000235682.1	2017-08-22	573	NLEN	NLEN00000000.1	NULL	NULL	NULL	0	0	0	0	7	6	NULL	"blaKPC-2,blaSHV-11,emrD,fosA,oqxA,oqxB,ramR_A19V=POINT"	"blaKPC-2,blaSHV-11,fosA,oqxA,oqxB,ramR_A19V=POINT"	25	"arsA,arsB,arsC,arsC=HMM,arsD,arsD=HMM,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000235683.1|SAMN07251832|GCA_002262035.1|Klebsiella pneumoniae||L511|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002262035.1	Contig	170498	5812783	119	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251832	"L511"	NULL	2017-01-10	clinical	4944518	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L511	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L511	NULL	NULL	NULL	PDT000235683.1	2017-08-22	573	NLEL	NLEL00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aadA2,blaCTX-M-65,blaKPC-2,blaLAP-2,blaSHV=PARTIAL_END_OF_CONTIG,blaTEM-1,catA2,dfrA14,emrD,fosA,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,parC_S80I=POINT,qnrS1,rmtB1,sul1=PARTIAL,sul2,tet(A)"	"aadA2,blaCTX-M-65,blaKPC-2,blaLAP-2,blaSHV=PARTIAL_END_OF_CONTIG,blaTEM-1,catA2,dfrA14,fosA,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,parC_S80I=POINT,qnrS1,rmtB1,sul1=PARTIAL,sul2,tet(A)"	29	"arsC=HMM,asr=HMM,fieF,merA=HMM,merC,merD=HMM,merE=HMM,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,qacEdelta1,silA,silB,silC,silF,silP,silR,silS,terA,terB,terC,terD,terE"	11	"iroN=PARTIAL,iucA,iucB,iucC,iutA,peg-344,rmpA,rmpC,rmpD,ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000235684.1|SAMN07251827|GCA_002262055.1|Klebsiella pneumoniae||L48|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002262055.1	Contig	152309	5549931	101	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251827	"L48"	NULL	2016-04-05	clinical	4944558	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L48	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L48	NULL	NULL	NULL	PDT000235684.1	2017-08-22	573	NLEG	NLEG00000000.1	NULL	NULL	NULL	0	0	0	0	16	15	NULL	"aac(6')-Ib3,arr-3,blaCTX-M-3,blaKPC-2,blaSHV-11,blaTEM-1,catA2,emrD,fosA,fosA3,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,parC_S80I=POINT,qnrS1"	"aac(6')-Ib3,arr-3,blaCTX-M-3,blaKPC-2,blaSHV-11,blaTEM-1,catA2,fosA,fosA3,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,parC_S80I=POINT,qnrS1"	10	"arsC=HMM,asr=HMM,fieF,merA=HMM,merC,merD=HMM,merE=HMM,merP,merR,merT"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000235685.1|SAMN07251829|GCA_002262075.1|Klebsiella pneumoniae||L491|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002262075.1	Contig	144280	5849629	143	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251829	"L491"	NULL	2016-12-27	clinical	4944568	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L491	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L491	NULL	NULL	NULL	PDT000235685.1	2017-08-22	573	NLEI	NLEI00000000.1	NULL	NULL	NULL	0	0	0	0	17	16	NULL	"aadA16,aadA2,blaCTX-M-14,blaKPC-2,blaSHV-11,blaTEM-1,dfrA27,emrD,fosA,fosA3,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,parC_S80I=POINT,rmtB1,sul1=PARTIAL_END_OF_CONTIG"	"aadA16,aadA2,blaCTX-M-14,blaKPC-2,blaSHV-11,blaTEM-1,dfrA27,fosA,fosA3,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,parC_S80I=POINT,rmtB1,sul1=PARTIAL_END_OF_CONTIG"	29	"arsC=HMM,asr=HMM,fieF,merA=HMM,merC,merD=HMM,merE=HMM,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,qacEdelta1,silA,silB,silC,silF,silP,silR,silS=PARTIAL,terA,terB,terC,terD,terE"	7	"iucA,iucB,iucC,iutA,rmpA2,ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000235686.1|SAMN07251828|GCA_002262065.1|Klebsiella pneumoniae||L482|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002262065.1	Contig	171958	5770609	115	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251828	"L482"	NULL	2016-12-27	clinical	4944578	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L482	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L482	NULL	NULL	NULL	PDT000235686.1	2017-08-22	573	NLEH	NLEH00000000.1	NULL	NULL	NULL	0	0	0	0	16	15	NULL	"aadA2,blaCTX-M=PARTIAL_END_OF_CONTIG,blaKPC-2,blaSHV-11,blaTEM-1,catA2,emrD,fosA,fosA3,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,parC_S80I=POINT,rmtB1,sul1=PARTIAL"	"aadA2,blaCTX-M=PARTIAL_END_OF_CONTIG,blaKPC-2,blaSHV-11,blaTEM-1,catA2,fosA,fosA3,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,parC_S80I=POINT,rmtB1,sul1=PARTIAL"	16	"arsC=HMM,asr=HMM,fieF,merA=HMM,merC,merD=HMM,merE=HMM,merP,merR,merT,qacEdelta1,terA,terB,terC,terD,terE"	7	"iucA,iucB,iucC,iutA,rmpA2,ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000235687.1|SAMN07251830|GCA_002262115.1|Klebsiella pneumoniae||L50|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002262115.1	Contig	247620	5423742	69	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251830	"L50"	NULL	2016-04-08	clinical	4944598	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L50	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L50	NULL	NULL	NULL	PDT000235687.1	2017-08-22	573	NLEJ	NLEJ00000000.1	NULL	NULL	NULL	0	0	0	0	10	9	NULL	"aadA2,blaKPC-2,blaSHV-11,emrD,fosA,gyrA_S83I=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aadA2,blaKPC-2,blaSHV-11,fosA,gyrA_S83I=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	4	"arsC=HMM,asr=HMM,fieF,qacEdelta1"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000235688.1|SAMN07251824|GCA_002262145.1|Klebsiella pneumoniae||L447|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002262145.1	Contig	270622	5406430	53	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251824	"L447"	NULL	2016-12-19	clinical	4944628	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L447	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L447	NULL	NULL	NULL	PDT000235688.1	2017-08-22	573	NLED	NLED00000000.1	NULL	NULL	NULL	0	0	0	0	10	9	NULL	"aadA2,blaKPC-2,blaSHV-11,emrD,fosA,gyrA_S83I=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aadA2,blaKPC-2,blaSHV-11,fosA,gyrA_S83I=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	4	"arsC=HMM,asr=HMM,fieF,qacEdelta1"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000235689.1|SAMN07251825|GCA_002262135.1|Klebsiella pneumoniae||L451|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002262135.1	Contig	171958	5710180	88	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251825	"L451"	NULL	2016-12-19	clinical	4944638	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L451	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L451	NULL	NULL	NULL	PDT000235689.1	2017-08-22	573	NLEE	NLEE00000000.1	NULL	NULL	NULL	0	0	0	0	15	14	NULL	"blaCTX-M-65,blaKPC-2,blaLAP-2,blaTEM-1,emrD,fosA,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,parC_S80I=POINT,qnrS1,rmtB1,sul2,tet(A)"	"blaCTX-M-65,blaKPC-2,blaLAP-2,blaTEM-1,fosA,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_N29TfsTer34=POINT,ompK36_D135DGD=POINT,parC_S80I=POINT,qnrS1,rmtB1,sul2,tet(A)"	23	"arsC=HMM,asr=HMM,fieF,merA=HMM,merC,merD=HMM,merE=HMM,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS"	9	"iroN=PARTIAL,iucA,iucB,peg-344,rmpA,rmpC,rmpD,ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000235690.1|SAMN07251823|GCA_002262175.1|Klebsiella pneumoniae||L442|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002262175.1	Scaffold	301281	5758297	170	SPAdes v. 3.10.0	MIGS Cultured Bacterial/Archaeal	PRJNA390758	Zhejiang University	SAMN07251823	"L442"	NULL	2016-12-16	clinical	4944668	China: Zhejiang, Hangzhou	Homo sapiens	NULL	feces	30.3 N 120.2 E	NULL	NULL	L442	Klebsiella pneumoniae	NULL	NULL	573	NULL	NULL	L442	NULL	NULL	NULL	PDT000235690.1	2017-08-22	573	NLEC	NLEC00000000.1	NULL	NULL	NULL	0	0	0	0	10	9	NULL	"aadA2,blaKPC-2,blaSHV-11,emrD,fosA,gyrA_S83I=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aadA2,blaKPC-2,blaSHV-11,fosA,gyrA_S83I=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	4	"arsC=HMM,asr=HMM,fieF,qacEdelta1"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
